gene_id	gene_name	gene_name_2	gene_type
ENSG00000211654	ENSG00000211654	IGLV5-37	IGLV5-37:ENSG00000211654	IG_V_gene
ENSG00000211655	ENSG00000211655	IGLV1-36	IGLV1-36:ENSG00000211655	IG_V_gene
ENSG00000211656	ENSG00000211656	IGLV2-33	IGLV2-33:ENSG00000211656	IG_V_gene
ENSG00000211657	ENSG00000211657	IGLV3-32	IGLV3-32:ENSG00000211657	IG_V_gene
ENSG00000211658	ENSG00000211658	IGLV3-27	IGLV3-27:ENSG00000211658	IG_V_gene
ENSG00000211659	ENSG00000211659	IGLV3-25	IGLV3-25:ENSG00000211659	IG_V_gene
ENSG00000211660	ENSG00000211660	IGLV2-23	IGLV2-23:ENSG00000211660	IG_V_gene
ENSG00000211661	ENSG00000211661	IGLV3-22	IGLV3-22:ENSG00000211661	IG_V_gene
ENSG00000211662	ENSG00000211662	IGLV3-21	IGLV3-21:ENSG00000211662	IG_V_gene
ENSG00000211663	ENSG00000211663	IGLV3-19	IGLV3-19:ENSG00000211663	IG_V_gene
ENSG00000211664	ENSG00000211664	IGLV2-18	IGLV2-18:ENSG00000211664	IG_V_gene
ENSG00000211665	ENSG00000211665	IGLV3-16	IGLV3-16:ENSG00000211665	IG_V_gene
ENSG00000211666	ENSG00000211666	IGLV2-14	IGLV2-14:ENSG00000211666	IG_V_gene
ENSG00000211667	ENSG00000211667	IGLV3-12	IGLV3-12:ENSG00000211667	IG_V_gene
ENSG00000211668	ENSG00000211668	IGLV2-11	IGLV2-11:ENSG00000211668	IG_V_gene
ENSG00000211669	ENSG00000211669	IGLV3-10	IGLV3-10:ENSG00000211669	IG_V_gene
ENSG00000211670	ENSG00000211670	IGLV3-9	IGLV3-9:ENSG00000211670	IG_V_gene
ENSG00000211672	ENSG00000211672	IGLV4-3	IGLV4-3:ENSG00000211672	IG_V_gene
ENSG00000211673	ENSG00000211673	IGLV3-1	IGLV3-1:ENSG00000211673	IG_V_gene
ENSG00000211674	ENSG00000211674	IGLJ1	IGLJ1:ENSG00000211674	IG_J_gene
ENSG00000211675	ENSG00000211675	IGLC1	IGLC1:ENSG00000211675	IG_C_gene
ENSG00000211676	ENSG00000211676	IGLJ2	IGLJ2:ENSG00000211676	IG_J_gene
ENSG00000211677	ENSG00000211677	IGLC2	IGLC2:ENSG00000211677	IG_C_gene
ENSG00000211678	ENSG00000211678	IGLJ3	IGLJ3:ENSG00000211678	IG_J_gene
ENSG00000211679	ENSG00000211679	IGLC3	IGLC3:ENSG00000211679	IG_C_gene
ENSG00000211680	ENSG00000211680	IGLJ4	IGLJ4:ENSG00000211680	IG_J_gene
ENSG00000211681	ENSG00000211681	IGLJ5	IGLJ5:ENSG00000211681	IG_J_gene
ENSG00000211682	ENSG00000211682	IGLJ6	IGLJ6:ENSG00000211682	IG_J_gene
ENSG00000211684	ENSG00000211684	IGLJ7	IGLJ7:ENSG00000211684	IG_J_gene
ENSG00000211685	ENSG00000211685	IGLC7	IGLC7:ENSG00000211685	IG_C_gene
ENSG00000211687	ENSG00000211687	TRGJ2	TRGJ2:ENSG00000211687	TR_J_gene
ENSG00000211688	ENSG00000211688	TRGJP2	TRGJP2:ENSG00000211688	TR_J_gene
ENSG00000211689	ENSG00000211689	TRGC1	TRGC1:ENSG00000211689	TR_C_gene
ENSG00000211690	ENSG00000211690	TRGJ1	TRGJ1:ENSG00000211690	TR_J_gene
ENSG00000211691	ENSG00000211691	TRGJP	TRGJP:ENSG00000211691	TR_J_gene
ENSG00000211692	ENSG00000211692	TRGJP1	TRGJP1:ENSG00000211692	TR_J_gene
ENSG00000211693	ENSG00000211693	TRGV11	TRGV11:ENSG00000211693	TR_V_gene
ENSG00000211694	ENSG00000211694	TRGV10	TRGV10:ENSG00000211694	TR_V_gene
ENSG00000211695	ENSG00000211695	TRGV9	TRGV9:ENSG00000211695	TR_V_gene
ENSG00000211696	ENSG00000211696	TRGV8	TRGV8:ENSG00000211696	TR_V_gene
ENSG00000211697	ENSG00000211697	TRGV5	TRGV5:ENSG00000211697	TR_V_gene
ENSG00000211698	ENSG00000211698	TRGV4	TRGV4:ENSG00000211698	TR_V_gene
ENSG00000211699	ENSG00000211699	TRGV3	TRGV3:ENSG00000211699	TR_V_gene
ENSG00000211701	ENSG00000211701	TRGV1	TRGV1:ENSG00000211701	TR_V_gene
ENSG00000211706	ENSG00000211706	TRBV6-1	TRBV6-1:ENSG00000211706	TR_V_gene
ENSG00000211707	ENSG00000211707	TRBV7-1	TRBV7-1:ENSG00000211707	TR_V_gene
ENSG00000211710	ENSG00000211710	TRBV4-1	TRBV4-1:ENSG00000211710	TR_V_gene
ENSG00000211713	ENSG00000211713	TRBV6-4	TRBV6-4:ENSG00000211713	TR_V_gene
ENSG00000211714	ENSG00000211714	TRBV7-3	TRBV7-3:ENSG00000211714	TR_V_gene
ENSG00000211715	ENSG00000211715	TRBV5-3	TRBV5-3:ENSG00000211715	TR_V_gene
ENSG00000211716	ENSG00000211716	TRBV9	TRBV9:ENSG00000211716	TR_V_gene
ENSG00000211717	ENSG00000211717	TRBV10-1	TRBV10-1:ENSG00000211717	TR_V_gene
ENSG00000211720	ENSG00000211720	TRBV11-1	TRBV11-1:ENSG00000211720	TR_V_gene
ENSG00000211721	ENSG00000211721	TRBV6-5	TRBV6-5:ENSG00000211721	TR_V_gene
ENSG00000211724	ENSG00000211724	TRBV6-6	TRBV6-6:ENSG00000211724	TR_V_gene
ENSG00000211725	ENSG00000211725	TRBV5-5	TRBV5-5:ENSG00000211725	TR_V_gene
ENSG00000211727	ENSG00000211727	TRBV7-6	TRBV7-6:ENSG00000211727	TR_V_gene
ENSG00000211728	ENSG00000211728	TRBV5-6	TRBV5-6:ENSG00000211728	TR_V_gene
ENSG00000211731	ENSG00000211731	TRBV5-7	TRBV5-7:ENSG00000211731	TR_V_gene
ENSG00000211734	ENSG00000211734	TRBV5-1	TRBV5-1:ENSG00000211734	TR_V_gene
ENSG00000211739	ENSG00000211739	TRBV12-2	TRBV12-2:ENSG00000211739	TR_V_pseudogene
ENSG00000211745	ENSG00000211745	TRBV4-2	TRBV4-2:ENSG00000211745	TR_V_gene
ENSG00000211746	ENSG00000211746	TRBV19	TRBV19:ENSG00000211746	TR_V_gene
ENSG00000211747	ENSG00000211747	TRBV20-1	TRBV20-1:ENSG00000211747	TR_V_gene
ENSG00000211749	ENSG00000211749	TRBV23-1	TRBV23-1:ENSG00000211749	TR_V_gene
ENSG00000211750	ENSG00000211750	TRBV24-1	TRBV24-1:ENSG00000211750	TR_V_gene
ENSG00000211751	ENSG00000211751	TRBC1	TRBC1:ENSG00000211751	TR_C_gene
ENSG00000211752	ENSG00000211752	TRBV27	TRBV27:ENSG00000211752	TR_V_gene
ENSG00000211753	ENSG00000211753	TRBV28	TRBV28:ENSG00000211753	TR_V_gene
ENSG00000211764	ENSG00000211764	TRBJ2-1	TRBJ2-1:ENSG00000211764	TR_J_gene
ENSG00000211765	ENSG00000211765	TRBJ2-2	TRBJ2-2:ENSG00000211765	TR_J_gene
ENSG00000211766	ENSG00000211766	TRBJ2-2P	TRBJ2-2P:ENSG00000211766	TR_J_gene
ENSG00000211767	ENSG00000211767	TRBJ2-3	TRBJ2-3:ENSG00000211767	TR_J_gene
ENSG00000211768	ENSG00000211768	TRBJ2-4	TRBJ2-4:ENSG00000211768	TR_J_gene
ENSG00000211769	ENSG00000211769	TRBJ2-5	TRBJ2-5:ENSG00000211769	TR_J_gene
ENSG00000211770	ENSG00000211770	TRBJ2-6	TRBJ2-6:ENSG00000211770	TR_J_gene
ENSG00000211771	ENSG00000211771	TRBJ2-7	TRBJ2-7:ENSG00000211771	TR_J_gene
ENSG00000211772	ENSG00000211772	TRBC2	TRBC2:ENSG00000211772	TR_C_gene
ENSG00000211776	ENSG00000211776	TRAV2	TRAV2:ENSG00000211776	TR_V_gene
ENSG00000211777	ENSG00000211777	TRAV3	TRAV3:ENSG00000211777	TR_V_gene
ENSG00000211778	ENSG00000211778	TRAV4	TRAV4:ENSG00000211778	TR_V_gene
ENSG00000211779	ENSG00000211779	TRAV5	TRAV5:ENSG00000211779	TR_V_gene
ENSG00000211780	ENSG00000211780	TRAV6	TRAV6:ENSG00000211780	TR_V_gene
ENSG00000211781	ENSG00000211781	TRAV7	TRAV7:ENSG00000211781	TR_V_gene
ENSG00000211782	ENSG00000211782	TRAV8-1	TRAV8-1:ENSG00000211782	TR_V_gene
ENSG00000211783	ENSG00000211783	TRAV9-1	TRAV9-1:ENSG00000211783	TR_V_gene
ENSG00000211784	ENSG00000211784	TRAV10	TRAV10:ENSG00000211784	TR_V_gene
ENSG00000211785	ENSG00000211785	TRAV12-1	TRAV12-1:ENSG00000211785	TR_V_gene
ENSG00000211786	ENSG00000211786	TRAV8-2	TRAV8-2:ENSG00000211786	TR_V_gene
ENSG00000211787	ENSG00000211787	TRAV8-3	TRAV8-3:ENSG00000211787	TR_V_gene
ENSG00000211788	ENSG00000211788	TRAV13-1	TRAV13-1:ENSG00000211788	TR_V_gene
ENSG00000211789	ENSG00000211789	TRAV12-2	TRAV12-2:ENSG00000211789	TR_V_gene
ENSG00000211790	ENSG00000211790	TRAV8-4	TRAV8-4:ENSG00000211790	TR_V_gene
ENSG00000211791	ENSG00000211791	TRAV13-2	TRAV13-2:ENSG00000211791	TR_V_gene
ENSG00000211792	ENSG00000211792	TRAV14DV4	TRAV14DV4:ENSG00000211792	TR_V_gene
ENSG00000211793	ENSG00000211793	TRAV9-2	TRAV9-2:ENSG00000211793	TR_V_gene
ENSG00000211794	ENSG00000211794	TRAV12-3	TRAV12-3:ENSG00000211794	TR_V_gene
ENSG00000211795	ENSG00000211795	TRAV8-6	TRAV8-6:ENSG00000211795	TR_V_gene
ENSG00000211796	ENSG00000211796	TRAV16	TRAV16:ENSG00000211796	TR_V_gene
ENSG00000211797	ENSG00000211797	TRAV17	TRAV17:ENSG00000211797	TR_V_gene
ENSG00000211798	ENSG00000211798	TRAV18	TRAV18:ENSG00000211798	TR_V_gene
ENSG00000211799	ENSG00000211799	TRAV19	TRAV19:ENSG00000211799	TR_V_gene
ENSG00000211800	ENSG00000211800	TRAV20	TRAV20:ENSG00000211800	TR_V_gene
ENSG00000211801	ENSG00000211801	TRAV21	TRAV21:ENSG00000211801	TR_V_gene
ENSG00000211802	ENSG00000211802	TRAV22	TRAV22:ENSG00000211802	TR_V_gene
ENSG00000211803	ENSG00000211803	TRAV23DV6	TRAV23DV6:ENSG00000211803	TR_V_gene
ENSG00000211804	ENSG00000211804	TRDV1	TRDV1:ENSG00000211804	TR_V_gene
ENSG00000211805	ENSG00000211805	TRAV24	TRAV24:ENSG00000211805	TR_V_gene
ENSG00000211806	ENSG00000211806	TRAV25	TRAV25:ENSG00000211806	TR_V_gene
ENSG00000211807	ENSG00000211807	TRAV26-1	TRAV26-1:ENSG00000211807	TR_V_gene
ENSG00000211808	ENSG00000211808	TRAV8-7	TRAV8-7:ENSG00000211808	TR_V_gene
ENSG00000211809	ENSG00000211809	TRAV27	TRAV27:ENSG00000211809	TR_V_gene
ENSG00000211810	ENSG00000211810	TRAV29DV5	TRAV29DV5:ENSG00000211810	TR_V_gene
ENSG00000211812	ENSG00000211812	TRAV26-2	TRAV26-2:ENSG00000211812	TR_V_gene
ENSG00000211813	ENSG00000211813	TRAV34	TRAV34:ENSG00000211813	TR_V_gene
ENSG00000211814	ENSG00000211814	TRAV35	TRAV35:ENSG00000211814	TR_V_pseudogene
ENSG00000211815	ENSG00000211815	TRAV36DV7	TRAV36DV7:ENSG00000211815	TR_V_gene
ENSG00000211816	ENSG00000211816	TRAV38-1	TRAV38-1:ENSG00000211816	TR_V_gene
ENSG00000211817	ENSG00000211817	TRAV38-2DV8	TRAV38-2DV8:ENSG00000211817	TR_V_gene
ENSG00000211818	ENSG00000211818	TRAV39	TRAV39:ENSG00000211818	TR_V_gene
ENSG00000211819	ENSG00000211819	TRAV40	TRAV40:ENSG00000211819	TR_V_gene
ENSG00000211820	ENSG00000211820	TRAV41	TRAV41:ENSG00000211820	TR_V_gene
ENSG00000211821	ENSG00000211821	TRDV2	TRDV2:ENSG00000211821	TR_V_gene
ENSG00000211825	ENSG00000211825	TRDJ1	TRDJ1:ENSG00000211825	TR_J_gene
ENSG00000211826	ENSG00000211826	TRDJ4	TRDJ4:ENSG00000211826	TR_J_gene
ENSG00000211827	ENSG00000211827	TRDJ2	TRDJ2:ENSG00000211827	TR_J_gene
ENSG00000211828	ENSG00000211828	TRDJ3	TRDJ3:ENSG00000211828	TR_J_gene
ENSG00000211829	ENSG00000211829	TRDC	TRDC:ENSG00000211829	TR_C_gene
ENSG00000211831	ENSG00000211831	TRAJ61	TRAJ61:ENSG00000211831	TR_J_gene
ENSG00000211832	ENSG00000211832	TRAJ59	TRAJ59:ENSG00000211832	TR_J_gene
ENSG00000211833	ENSG00000211833	TRAJ58	TRAJ58:ENSG00000211833	TR_J_gene
ENSG00000211834	ENSG00000211834	TRAJ57	TRAJ57:ENSG00000211834	TR_J_gene
ENSG00000211835	ENSG00000211835	TRAJ56	TRAJ56:ENSG00000211835	TR_J_gene
ENSG00000211836	ENSG00000211836	TRAJ54	TRAJ54:ENSG00000211836	TR_J_gene
ENSG00000211837	ENSG00000211837	TRAJ53	TRAJ53:ENSG00000211837	TR_J_gene
ENSG00000211838	ENSG00000211838	TRAJ52	TRAJ52:ENSG00000211838	TR_J_gene
ENSG00000211839	ENSG00000211839	TRAJ50	TRAJ50:ENSG00000211839	TR_J_gene
ENSG00000211840	ENSG00000211840	TRAJ49	TRAJ49:ENSG00000211840	TR_J_gene
ENSG00000211841	ENSG00000211841	TRAJ48	TRAJ48:ENSG00000211841	TR_J_gene
ENSG00000211842	ENSG00000211842	TRAJ47	TRAJ47:ENSG00000211842	TR_J_gene
ENSG00000211843	ENSG00000211843	TRAJ46	TRAJ46:ENSG00000211843	TR_J_gene
ENSG00000211844	ENSG00000211844	TRAJ45	TRAJ45:ENSG00000211844	TR_J_gene
ENSG00000211845	ENSG00000211845	TRAJ44	TRAJ44:ENSG00000211845	TR_J_gene
ENSG00000211846	ENSG00000211846	TRAJ43	TRAJ43:ENSG00000211846	TR_J_gene
ENSG00000211847	ENSG00000211847	TRAJ42	TRAJ42:ENSG00000211847	TR_J_gene
ENSG00000211848	ENSG00000211848	TRAJ41	TRAJ41:ENSG00000211848	TR_J_gene
ENSG00000211849	ENSG00000211849	TRAJ40	TRAJ40:ENSG00000211849	TR_J_gene
ENSG00000211850	ENSG00000211850	TRAJ39	TRAJ39:ENSG00000211850	TR_J_gene
ENSG00000211851	ENSG00000211851	TRAJ38	TRAJ38:ENSG00000211851	TR_J_gene
ENSG00000211854	ENSG00000211854	TRAJ35	TRAJ35:ENSG00000211854	TR_J_gene
ENSG00000211855	ENSG00000211855	TRAJ34	TRAJ34:ENSG00000211855	TR_J_gene
ENSG00000211856	ENSG00000211856	TRAJ33	TRAJ33:ENSG00000211856	TR_J_gene
ENSG00000211857	ENSG00000211857	TRAJ32	TRAJ32:ENSG00000211857	TR_J_gene
ENSG00000211858	ENSG00000211858	TRAJ31	TRAJ31:ENSG00000211858	TR_J_gene
ENSG00000211859	ENSG00000211859	TRAJ30	TRAJ30:ENSG00000211859	TR_J_gene
ENSG00000211860	ENSG00000211860	TRAJ29	TRAJ29:ENSG00000211860	TR_J_gene
ENSG00000211861	ENSG00000211861	TRAJ28	TRAJ28:ENSG00000211861	TR_J_gene
ENSG00000211862	ENSG00000211862	TRAJ27	TRAJ27:ENSG00000211862	TR_J_gene
ENSG00000211863	ENSG00000211863	TRAJ26	TRAJ26:ENSG00000211863	TR_J_gene
ENSG00000211864	ENSG00000211864	TRAJ25	TRAJ25:ENSG00000211864	TR_J_gene
ENSG00000211865	ENSG00000211865	TRAJ24	TRAJ24:ENSG00000211865	TR_J_gene
ENSG00000211866	ENSG00000211866	TRAJ23	TRAJ23:ENSG00000211866	TR_J_gene
ENSG00000211867	ENSG00000211867	TRAJ22	TRAJ22:ENSG00000211867	TR_J_gene
ENSG00000211868	ENSG00000211868	TRAJ21	TRAJ21:ENSG00000211868	TR_J_gene
ENSG00000211869	ENSG00000211869	TRAJ20	TRAJ20:ENSG00000211869	TR_J_gene
ENSG00000211870	ENSG00000211870	TRAJ19	TRAJ19:ENSG00000211870	TR_J_gene
ENSG00000211871	ENSG00000211871	TRAJ18	TRAJ18:ENSG00000211871	TR_J_gene
ENSG00000211872	ENSG00000211872	TRAJ17	TRAJ17:ENSG00000211872	TR_J_gene
ENSG00000211873	ENSG00000211873	TRAJ16	TRAJ16:ENSG00000211873	TR_J_gene
ENSG00000211875	ENSG00000211875	TRAJ14	TRAJ14:ENSG00000211875	TR_J_gene
ENSG00000211876	ENSG00000211876	TRAJ13	TRAJ13:ENSG00000211876	TR_J_gene
ENSG00000211877	ENSG00000211877	TRAJ12	TRAJ12:ENSG00000211877	TR_J_gene
ENSG00000211878	ENSG00000211878	TRAJ11	TRAJ11:ENSG00000211878	TR_J_gene
ENSG00000211879	ENSG00000211879	TRAJ10	TRAJ10:ENSG00000211879	TR_J_gene
ENSG00000211880	ENSG00000211880	TRAJ9	TRAJ9:ENSG00000211880	TR_J_gene
ENSG00000211881	ENSG00000211881	TRAJ8	TRAJ8:ENSG00000211881	TR_J_pseudogene
ENSG00000211882	ENSG00000211882	TRAJ7	TRAJ7:ENSG00000211882	TR_J_gene
ENSG00000211883	ENSG00000211883	TRAJ6	TRAJ6:ENSG00000211883	TR_J_gene
ENSG00000211884	ENSG00000211884	TRAJ5	TRAJ5:ENSG00000211884	TR_J_gene
ENSG00000211885	ENSG00000211885	TRAJ4	TRAJ4:ENSG00000211885	TR_J_gene
ENSG00000211886	ENSG00000211886	TRAJ3	TRAJ3:ENSG00000211886	TR_J_gene
ENSG00000211887	ENSG00000211887	TRAJ2	TRAJ2:ENSG00000211887	TR_J_gene
ENSG00000211888	ENSG00000211888	TRAJ1	TRAJ1:ENSG00000211888	TR_J_gene
ENSG00000211890	ENSG00000211890	IGHA2	IGHA2:ENSG00000211890	IG_C_gene
ENSG00000211891	ENSG00000211891	IGHE	IGHE:ENSG00000211891	IG_C_gene
ENSG00000211892	ENSG00000211892	IGHG4	IGHG4:ENSG00000211892	IG_C_gene
ENSG00000211893	ENSG00000211893	IGHG2	IGHG2:ENSG00000211893	IG_C_gene
ENSG00000211895	ENSG00000211895	IGHA1	IGHA1:ENSG00000211895	IG_C_gene
ENSG00000211896	ENSG00000211896	IGHG1	IGHG1:ENSG00000211896	IG_C_gene
ENSG00000211897	ENSG00000211897	IGHG3	IGHG3:ENSG00000211897	IG_C_gene
ENSG00000211898	ENSG00000211898	IGHD	IGHD:ENSG00000211898	IG_C_gene
ENSG00000211899	ENSG00000211899	IGHM	IGHM:ENSG00000211899	IG_C_gene
ENSG00000211900	ENSG00000211900	IGHJ6	IGHJ6:ENSG00000211900	IG_J_gene
ENSG00000211904	ENSG00000211904	IGHJ2	IGHJ2:ENSG00000211904	IG_J_gene
ENSG00000211905	ENSG00000211905	IGHJ1	IGHJ1:ENSG00000211905	IG_J_gene
ENSG00000211907	ENSG00000211907	IGHD1-26	IGHD1-26:ENSG00000211907	IG_D_gene
ENSG00000211909	ENSG00000211909	IGHD5-24	IGHD5-24:ENSG00000211909	IG_D_gene
ENSG00000211911	ENSG00000211911	IGHD3-22	IGHD3-22:ENSG00000211911	IG_D_gene
ENSG00000211912	ENSG00000211912	IGHD2-21	IGHD2-21:ENSG00000211912	IG_D_gene
ENSG00000211914	ENSG00000211914	IGHD6-19	IGHD6-19:ENSG00000211914	IG_D_gene
ENSG00000211915	ENSG00000211915	IGHD5-18	IGHD5-18:ENSG00000211915	IG_D_gene
ENSG00000211917	ENSG00000211917	IGHD3-16	IGHD3-16:ENSG00000211917	IG_D_gene
ENSG00000211918	ENSG00000211918	IGHD2-15	IGHD2-15:ENSG00000211918	IG_D_gene
ENSG00000211920	ENSG00000211920	IGHD6-13	IGHD6-13:ENSG00000211920	IG_D_gene
ENSG00000211921	ENSG00000211921	IGHD5-12	IGHD5-12:ENSG00000211921	IG_D_gene
ENSG00000211923	ENSG00000211923	IGHD3-10	IGHD3-10:ENSG00000211923	IG_D_gene
ENSG00000211924	ENSG00000211924	IGHD3-9	IGHD3-9:ENSG00000211924	IG_D_gene
ENSG00000211925	ENSG00000211925	IGHD2-8	IGHD2-8:ENSG00000211925	IG_D_gene
ENSG00000211928	ENSG00000211928	IGHD5-5	IGHD5-5:ENSG00000211928	IG_D_gene
ENSG00000211930	ENSG00000211930	IGHD3-3	IGHD3-3:ENSG00000211930	IG_D_gene
ENSG00000211931	ENSG00000211931	IGHD2-2	IGHD2-2:ENSG00000211931	IG_D_gene
ENSG00000211933	ENSG00000211933	IGHV6-1	IGHV6-1:ENSG00000211933	IG_V_gene
ENSG00000211934	ENSG00000211934	IGHV1-2	IGHV1-2:ENSG00000211934	IG_V_gene
ENSG00000211935	ENSG00000211935	IGHV1-3	IGHV1-3:ENSG00000211935	IG_V_gene
ENSG00000211937	ENSG00000211937	IGHV2-5	IGHV2-5:ENSG00000211937	IG_V_gene
ENSG00000211938	ENSG00000211938	IGHV3-7	IGHV3-7:ENSG00000211938	IG_V_gene
ENSG00000211941	ENSG00000211941	IGHV3-11	IGHV3-11:ENSG00000211941	IG_V_gene
ENSG00000211942	ENSG00000211942	IGHV3-13	IGHV3-13:ENSG00000211942	IG_V_gene
ENSG00000211943	ENSG00000211943	IGHV3-15	IGHV3-15:ENSG00000211943	IG_V_gene
ENSG00000211944	ENSG00000211944	IGHV3-16	IGHV3-16:ENSG00000211944	IG_V_gene
ENSG00000211945	ENSG00000211945	IGHV1-18	IGHV1-18:ENSG00000211945	IG_V_gene
ENSG00000211946	ENSG00000211946	IGHV3-20	IGHV3-20:ENSG00000211946	IG_V_gene
ENSG00000211947	ENSG00000211947	IGHV3-21	IGHV3-21:ENSG00000211947	IG_V_gene
ENSG00000211949	ENSG00000211949	IGHV3-23	IGHV3-23:ENSG00000211949	IG_V_gene
ENSG00000211950	ENSG00000211950	IGHV1-24	IGHV1-24:ENSG00000211950	IG_V_gene
ENSG00000211951	ENSG00000211951	IGHV2-26	IGHV2-26:ENSG00000211951	IG_V_gene
ENSG00000211952	ENSG00000211952	IGHV4-28	IGHV4-28:ENSG00000211952	IG_V_gene
ENSG00000211955	ENSG00000211955	IGHV3-33	IGHV3-33:ENSG00000211955	IG_V_gene
ENSG00000211956	ENSG00000211956	IGHV4-34	IGHV4-34:ENSG00000211956	IG_V_gene
ENSG00000211957	ENSG00000211957	IGHV3-35	IGHV3-35:ENSG00000211957	IG_V_gene
ENSG00000211958	ENSG00000211958	IGHV3-38	IGHV3-38:ENSG00000211958	IG_V_gene
ENSG00000211959	ENSG00000211959	IGHV4-39	IGHV4-39:ENSG00000211959	IG_V_gene
ENSG00000211961	ENSG00000211961	IGHV1-45	IGHV1-45:ENSG00000211961	IG_V_gene
ENSG00000211962	ENSG00000211962	IGHV1-46	IGHV1-46:ENSG00000211962	IG_V_gene
ENSG00000211964	ENSG00000211964	IGHV3-48	IGHV3-48:ENSG00000211964	IG_V_gene
ENSG00000211965	ENSG00000211965	IGHV3-49	IGHV3-49:ENSG00000211965	IG_V_gene
ENSG00000211966	ENSG00000211966	IGHV5-51	IGHV5-51:ENSG00000211966	IG_V_gene
ENSG00000211967	ENSG00000211967	IGHV3-53	IGHV3-53:ENSG00000211967	IG_V_gene
ENSG00000211968	ENSG00000211968	IGHV1-58	IGHV1-58:ENSG00000211968	IG_V_gene
ENSG00000211970	ENSG00000211970	IGHV4-61	IGHV4-61:ENSG00000211970	IG_V_gene
ENSG00000211972	ENSG00000211972	IGHV3-66	IGHV3-66:ENSG00000211972	IG_V_gene
ENSG00000211973	ENSG00000211973	IGHV1-69	IGHV1-69:ENSG00000211973	IG_V_gene
ENSG00000211974	ENSG00000211974	IGHV2-70D	IGHV2-70D:ENSG00000211974	IG_V_gene
ENSG00000211976	ENSG00000211976	IGHV3-73	IGHV3-73:ENSG00000211976	IG_V_gene
ENSG00000211978	ENSG00000211978	IGHV5-78	IGHV5-78:ENSG00000211978	IG_V_pseudogene
ENSG00000211979	ENSG00000211979	IGHV7-81	IGHV7-81:ENSG00000211979	IG_V_gene
ENSG00000212122	ENSG00000212122	TSSK1B	TSSK1B:ENSG00000212122	protein_coding
ENSG00000212123	ENSG00000212123	PRR22	PRR22:ENSG00000212123	protein_coding
ENSG00000212124	ENSG00000212124	TAS2R19	TAS2R19:ENSG00000212124	protein_coding
ENSG00000212126	ENSG00000212126	TAS2R50	TAS2R50:ENSG00000212126	protein_coding
ENSG00000212127	ENSG00000212127	TAS2R14	TAS2R14:ENSG00000212127	protein_coding
ENSG00000212128	ENSG00000212128	TAS2R13	TAS2R13:ENSG00000212128	protein_coding
ENSG00000212657	ENSG00000212657	KRTAP16-1	KRTAP16-1:ENSG00000212657	protein_coding
ENSG00000212658	ENSG00000212658	KRTAP29-1	KRTAP29-1:ENSG00000212658	protein_coding
ENSG00000212659	ENSG00000212659	KRTAP9-6	KRTAP9-6:ENSG00000212659	protein_coding
ENSG00000212663	ENSG00000212663	AC003035.1	AC003035.1:ENSG00000212663	lincRNA
ENSG00000212694	ENSG00000212694	LINC01089	LINC01089:ENSG00000212694	lincRNA
ENSG00000212710	ENSG00000212710	CTAGE1	CTAGE1:ENSG00000212710	protein_coding
ENSG00000212719	ENSG00000212719	C17orf51	C17orf51:ENSG00000212719	protein_coding
ENSG00000212721	ENSG00000212721	KRTAP4-11	KRTAP4-11:ENSG00000212721	protein_coding
ENSG00000212722	ENSG00000212722	KRTAP4-9	KRTAP4-9:ENSG00000212722	protein_coding
ENSG00000212724	ENSG00000212724	KRTAP2-3	KRTAP2-3:ENSG00000212724	protein_coding
ENSG00000212725	ENSG00000212725	KRTAP2-1	KRTAP2-1:ENSG00000212725	protein_coding
ENSG00000212743	ENSG00000212743	AL137145.1	AL137145.1:ENSG00000212743	lincRNA
ENSG00000212747	ENSG00000212747	RTL8B	RTL8B:ENSG00000212747	protein_coding
ENSG00000212766	ENSG00000212766	EWSAT1	EWSAT1:ENSG00000212766	lincRNA
ENSG00000212807	ENSG00000212807	OR2A42	OR2A42:ENSG00000212807	protein_coding
ENSG00000212855	ENSG00000212855	TTTY2	TTTY2:ENSG00000212855	lincRNA
ENSG00000212856	ENSG00000212856	TTTY2B	TTTY2B:ENSG00000212856	lincRNA
ENSG00000212864	ENSG00000212864	RNF208	RNF208:ENSG00000212864	protein_coding
ENSG00000212899	ENSG00000212899	KRTAP3-3	KRTAP3-3:ENSG00000212899	protein_coding
ENSG00000212900	ENSG00000212900	KRTAP3-2	KRTAP3-2:ENSG00000212900	protein_coding
ENSG00000212901	ENSG00000212901	KRTAP3-1	KRTAP3-1:ENSG00000212901	protein_coding
ENSG00000212907	ENSG00000212907	MT-ND4L	MT-ND4L:ENSG00000212907	protein_coding
ENSG00000212916	ENSG00000212916	MAP10	MAP10:ENSG00000212916	protein_coding
ENSG00000212930	ENSG00000212930	AC093281.1	AC093281.1:ENSG00000212930	lincRNA
ENSG00000212933	ENSG00000212933	KRTAP12-4	KRTAP12-4:ENSG00000212933	protein_coding
ENSG00000212935	ENSG00000212935	KRTAP10-3	KRTAP10-3:ENSG00000212935	protein_coding
ENSG00000212938	ENSG00000212938	KRTAP6-3	KRTAP6-3:ENSG00000212938	protein_coding
ENSG00000212939	ENSG00000212939	Z97192.1	Z97192.1:ENSG00000212939	lincRNA
ENSG00000212993	ENSG00000212993	POU5F1B	POU5F1B:ENSG00000212993	protein_coding
ENSG00000213015	ENSG00000213015	ZNF580	ZNF580:ENSG00000213015	protein_coding
